Person Chinese Name,Person Pinyin Name,Person Title,Person Branch,PBSC Chinese Name,PBSC Pinyin Name,Shared Anchor,Anchor Type,Binary Overlap,Episode Pair Count,Total Overlap Years,Max Continuous Overlap Years,Earliest Overlap Start,Latest Overlap End,Years From Last Overlap To 20th CC,Timing Bucket,Person Rank At Overlap,Person Career Stage At Overlap,PBSC Member Rank At Overlap,PBSC Member Career Stage At Overlap,Role Relationship,Context System Tags,Mechanical Confidence,Confidence Rationale,Manual Faction Label,Manual Faction Notes,Weighted Overlap Score,Person Biography Status,Person Episode Count,Person Data Quality,Person Is Baidu Gap,Sample Evidence
尹弘,Yin Hong,"Party Secretary of Jiangxi; secretary general of the SCMPC;
Director of the Jiangxi Provincial Committee of Finance Committee",Provincial committee,李强,Li Qiang,上海,province/municipality,1,4,3,3,2017,2019,3,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,6.5,matched_title,25,usable,,"上海 2017-2017: 2016-2017 上海市委常委、秘书长，市级机关工作党委书记 ↔ 李强 2017-2022 中央政治局委员，上海市委书记
上海 2017-2017: 2017-2017 上海市委副书记、秘书长，市级机关工作党委书记 ↔ 李强 2017-2022 中央政治局委员，上海市委书记
上海 2017-2017: 2017-2017 上海市委副书记 ↔ 李强 2017-2022 中央政治局委员，上海市委书记
上海 2017-2019: 2017-2019 上海市委副书记、政法委书记（2019.03），中国浦东干部学院第一副院长（学院理事会副理事长） ↔ 李强 2017-2022 中央政治局委员，上海市委书记"
尹弘,Yin Hong,"Party Secretary of Jiangxi; secretary general of the SCMPC;
Director of the Jiangxi Provincial Committee of Finance Committee",Provincial committee,李希,Li Xi,上海,province/municipality,1,6,4,4,2011,2014,8,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,9.5,matched_title,25,usable,,"上海 2011-2012: 2008-2012 上海市政府副秘书长 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2012-2012: 2012-2012 上海市委常委 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2012-2013: 2012-2013 上海市委常委、秘书长，市级机关工作党委书记 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2013-2013: 2012-2013 上海市委常委、秘书长，市级机关工作党委书记 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长
上海 2013-2013: 2013-2016 上海市委常委、秘书长、办公厅主任，市级机关工作党委书记 ↔ 李希 2011-2013 上海市委常委、组织部部长"
尹弘,Yin Hong,"Party Secretary of Jiangxi; secretary general of the SCMPC;
Director of the Jiangxi Provincial Committee of Finance Committee",Provincial committee,习近平,Xi Jinping,上海,province/municipality,1,1,1,1,2007,2007,15,older overlap,3,vice-ministerial/provincial deputy,2,local/department leadership,connected individual senior/unclear at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,25,usable,,上海 2007-2007: 2004-2008 上海市闸北区委副书记、区长 ↔ 习近平 2007-2007 上海市委书记，上海警备区党委第一书记
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,蔡奇,Cai Qi,浙江,province/municipality,1,10,9,9,1999,2007,15,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,academia,High,same province/municipality with sustained or repeated overlapping career episodes,,,18.0,matched_title,31,usable,,"浙江 1999-1999: 1995-1999 浙江省公安厅副厅长、党委委员（其间：1995.12-1997.06 杭州大学法学专业研究生课程进修班学习；1997.04-1998.12 参加浙江省高等教育法律专业本科自学考试） ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 1999-2002: 1999-2003 浙江省公安厅副厅长、党委副书记（2001.12 明确正厅级）（1997.09-2000.07 浙江大学行政管理学专业函授本科学习） ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2002-2003: 1999-2003 浙江省公安厅副厅长、党委副书记（2001.12 明确正厅级）（1997.09-2000.07 浙江大学行政管理学专业函授本科学习） ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2003-2003: 2003-2003 浙江省纪委副书记 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2003-2004: 2003-2005 浙江省纪委副书记、省监察厅厅长 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任"
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,丁薛祥,Ding Xuexiang,上海,province/municipality,1,5,7,7,2007,2013,9,medium-term before 20th Congress,4,ministerial/provincial chief,3,vice-ministerial/provincial deputy,connected individual senior/unclear at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,13.75,matched_title,31,usable,,"上海 2007-2007: 2007-2008 上海市高级人民法院党组书记 ↔ 丁薛祥 2006-2007 上海市委副秘书长、办公厅主任，市级机关工作党委书记
上海 2007-2008: 2007-2008 上海市高级人民法院党组书记 ↔ 丁薛祥 2007-2012 上海市委常委、秘书长
上海 2008-2012: 2008-2013 上海市高级人民法院院长、党组书记 ↔ 丁薛祥 2007-2012 上海市委常委、秘书长
上海 2012-2013: 2008-2013 上海市高级人民法院院长、党组书记 ↔ 丁薛祥 2012-2013 上海市委常委、政法委书记
上海 2013-2013: 2013-2014 上海市委常委、组织部部长，市委党校校长、校委会主任 ↔ 丁薛祥 2012-2013 上海市委常委、政法委书记"
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,李强,Li Qiang,上海,province/municipality,1,2,4,4,2017,2020,2,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,7.5,matched_title,31,usable,,"上海 2017-2017: 2016-2017 上海市委副书记、常务副市长、市政府党组副书记，中国浦东干部学院第一副院长 ↔ 李强 2017-2022 中央政治局委员，上海市委书记
上海 2017-2020: 2017-2020 上海市委副书记、市长、市政府党组书记 ↔ 李强 2017-2022 中央政治局委员，上海市委书记"
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,李强,Li Qiang,浙江,province/municipality,1,43,28,22,1976,2007,15,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,academia,High,same province/municipality with sustained or repeated overlapping career episodes,,,54.75,matched_title,31,usable,,"浙江 1976-1977: 1976-1977 浙江省黄岩县澄江工商行政管理所办事员 ↔ 李强 1976-1977 浙江省瑞安县马屿区机电排灌站职工 （其间：1977.04-1977.10 借调瑞安县路线教育工作队驻江溪公社分队工作）
浙江 1977-1977: 1976-1977 浙江省黄岩县澄江工商行政管理所办事员 ↔ 李强 1977-1978 浙江省瑞安县工具三厂职工
浙江 1977-1977: 1977-1982 浙江省黄岩县澄江派出所办事员、副所长 ↔ 李强 1976-1977 浙江省瑞安县马屿区机电排灌站职工 （其间：1977.04-1977.10 借调瑞安县路线教育工作队驻江溪公社分队工作）
浙江 1977-1978: 1977-1982 浙江省黄岩县澄江派出所办事员、副所长 ↔ 李强 1977-1978 浙江省瑞安县工具三厂职工
浙江 1982-1982: 1977-1982 浙江省黄岩县澄江派出所办事员、副所长 ↔ 李强 1982-1983 浙江省瑞安县莘塍区团委负责人"
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,李希,Li Xi,上海,province/municipality,1,6,4,4,2011,2014,8,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,academia; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,9.5,matched_title,31,usable,,"上海 2011-2013: 2008-2013 上海市高级人民法院院长、党组书记 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2013-2013: 2008-2013 上海市高级人民法院院长、党组书记 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长
上海 2013-2013: 2013-2014 上海市委常委、组织部部长，市委党校校长、校委会主任 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2013-2014: 2013-2014 上海市委常委、组织部部长，市委党校校长、校委会主任 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长
上海 2014-2014: 2014-2014 上海市委副书记、组织部部长，市委党校校长、校委会主任 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长"
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,李希,Li Xi,中国浦东干部学院,university/research,1,1,1,1,2014,2014,8,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,academia; provincial,Low,same university/research anchor is weaker evidence of factional connection,,,0.85,matched_title,31,usable,,中国浦东干部学院 2014-2014: 2014-2016 上海市委副书记，中国浦东干部学院第一副院长 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,习近平,Xi Jinping,上海,province/municipality,1,1,1,1,2007,2007,15,older overlap,2,local/department leadership,2,local/department leadership,near-peer rank at overlap,,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,31,usable,,上海 2007-2007: 2007-2008 上海市高级人民法院党组书记 ↔ 习近平 2007-2007 上海市委书记，上海警备区党委第一书记
应勇,Ying Yong,Procurator-General of the Supreme People's Procuratorate,Judicial system,习近平,Xi Jinping,浙江,province/municipality,1,10,6,6,2002,2007,15,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,,High,same province/municipality with sustained or repeated overlapping career episodes,,,13.5,matched_title,31,usable,,"浙江 2002-2002: 1999-2003 浙江省公安厅副厅长、党委副书记（2001.12 明确正厅级）（1997.09-2000.07 浙江大学行政管理学专业函授本科学习） ↔ 习近平 2002-2002 浙江省委副书记、代省长，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2002-2003: 1999-2003 浙江省公安厅副厅长、党委副书记（2001.12 明确正厅级）（1997.09-2000.07 浙江大学行政管理学专业函授本科学习） ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2003: 1999-2003 浙江省公安厅副厅长、党委副书记（2001.12 明确正厅级）（1997.09-2000.07 浙江大学行政管理学专业函授本科学习） ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记
浙江 2003-2003: 2003-2003 浙江省纪委副书记 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2003: 2003-2003 浙江省纪委副书记 ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记"
张工,Zhang Gong,Deputy Secretary and Mayor of the Tianjin Municipal Party Committee,Provincial committee,蔡奇,Cai Qi,北京,province/municipality,1,6,3,3,2016,2018,4,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,8.0,matched_title,20,usable,,"北京 2016-2017: 2015-2017 北京市委常委、秘书长，副市长 ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2015-2017 北京市委常委、秘书长，副市长 ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2015-2017 北京市委常委、秘书长，副市长 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2017-2018 北京市委常委、副市长 ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2017-2018 北京市委常委、副市长 ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记"
张庆伟,Zhang Qingwei,Vice Chairman of the Standing Committee of the 14th National People's Congress,NPCCC,蔡奇,Cai Qi,北京,province/municipality,1,1,1,1,2022,2022,0,active/after 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,21,usable,,北京 2022-2022: 2012-2017 河北省委副书记、省长，海河防汛抗旱总指挥部总指挥，2022年冬奥会申办委员会主席 （2014.01） ，北京2022年冬奥会和冬残奥会组委会执行主席、党组副书记 （2015.12） ，国务院南水北调工程建设委员会委员，第24届冬奥会工作领导小组成员 （2015.10） ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
